Source,SKU,Brand,Name,Price,RAM,SSD,Processor,GPU,VRAM,Link,Brand_Encoded,Processor_Encoded
Bhinneka,3320984345,HP,"HP Business Elitebook 830 G5 (Core i5-8250U, 8GB, 256GB SSD, Win 10 Pro)",18214500.0,8.0,256.0,CORE I5-8250U,,,https://www.bhinneka.com/hp-business-elitebook-830-g5-core-i5-8250u-8gb-256gb-ssd-win-10-pro-3vj07pa-sku3320984345,9,73
Bhinneka,3321162825,MSI,"MSI Notebook GS65 8RE - Black/Gold (Core i7-8750H, 16GB, 256GB SSD, GTX 1060 6GB)",25328500.0,16.0,256.0,CORE I7-8750H,GTX 1060,,https://www.bhinneka.com/msi-notebook-gs65-8re-black-gold-core-i7-8750h-16gb-256gb-ssd-gtx-1060-6gb-9s7-16q211-220-sku3321162825,12,105
Bhinneka,3321949398,MSI,"MSI Notebook GE63 8RF (Core i7-8750H, 16GB, 256GB SSD, 1TB HDD, GTX1070 8GB) - Black",32290000.0,16.0,256.0,CORE I7-8750H,GTX1070,,https://www.bhinneka.com/msi-notebook-ge63-8rf-core-i7-8750h-16gb-256gb-ssd-1tb-hdd-gtx1070-8gb-black-9s7-16p512-461-sku3321949398,12,105
Bhinneka,3322154359,LENOVO,"LENOVO IdeaPad IP330-14IKBR (Core i7-8550U, 8GB, 1TB HDD, Win 10 Home)",11906500.0,8.0,1024.0,CORE I7-8550U,,,https://www.bhinneka.com/lenovo-ideapad-ip330-14ikbr-core-i7-8550u-8gb-1tb-hdd-win-10-home-81g20073id-platinum-grey-sku3322154359,11,104
Bhinneka,3322325370,HP,"HP Probook x360 440 G1 (Core i5-8250U, 8GB, 256GB SSD, Win 10 Pro)",16599000.0,8.0,256.0,CORE I5-8250U,,,https://www.bhinneka.com/hp-probook-x360-440-g1-core-i5-8250u-8gb-256gb-ssd-win-10-pro-5hs05pa-sku3322325370,9,73
Bhinneka,3322451179,LENOVO,"LENOVO IdeaPad IP330-15ICH (Core i5-8300H, 4GB, 1TB HDD, GTX 1050)",12556500.0,4.0,1024.0,CORE I5-8300H,GTX 1050,,https://www.bhinneka.com/lenovo-ideapad-ip330-15ich-core-i5-8300h-4gb-1tb-hdd-gtx-1050-81fk0036id-onyx-black-sku3322451179,11,75
Bhinneka,3322701148,HP,"HP EliteBook x360 1030 G3 (Core i7-8550U, 8GB, 512GB SSD, Win 10 Pro)",32793500.0,8.0,512.0,CORE I7-8550U,,,https://www.bhinneka.com/hp-elitebook-x360-1030-g3-core-i7-8550u-8gb-512gb-ssd-win-10-pro-5hm57pa-sku3322701148,9,104
Bhinneka,3322719966,MSI,"MSI P65 Creator 8RF (Core i7-8750H, 16GB, 512GB SSD, GTX 1070 8GB)",37336500.0,16.0,512.0,CORE I7-8750H,GTX 1070,,https://www.bhinneka.com/msi-p65-creator-8rf-core-i7-8750h-16gb-512gb-ssd-gtx-1070-8gb-9s7-16q213-472-sku3322719966,12,105
Bhinneka,3322721033,MSI,"MSI Notebook PS42 8RB (Core i5-8250U, 8GB, 256GB SSD, MX150 2GB)",13850000.0,8.0,256.0,CORE I5-8250U,,,https://www.bhinneka.com/msi-notebook-ps42-8rb-core-i5-8250u-8gb-256gb-ssd-mx150-2gb-9s7-14b121-436-sku3322721033,12,73
Bhinneka,3322986037,LENOVO,"LENOVO IdeaPad IP330S-14IKB (Core i5-8250U, 8GB, 1TB HDD, Win 10 Home)",12108500.0,8.0,1024.0,CORE I5-8250U,,,https://www.bhinneka.com/lenovo-ideapad-ip330s-14ikb-core-i5-8250u-8gb-1tb-hdd-win-10-home-81f4016kid-mid-night-blue-sku3322986037,11,73
Bhinneka,3323314382,MSI,"MSI Notebook GE75 8SF (Core i7-8750H, 32GB, 256GB SSD, 1TB HDD, RTX 2070 8GB)",39354000.0,32.0,256.0,CORE I7-8750H,RTX 2070,,https://www.bhinneka.com/msi-notebook-ge75-8sf-core-i7-8750h-32gb-256gb-ssd-1tb-hdd-rtx-2070-8gb-9s7-17e212-071-black-sku3323314382,12,105
Bhinneka,3323323015,MSI,"MSI GE63 Raider 8SG (Core i7-8750H, 16GB, 1TB HDD, 256GB SSD, RTX 2080)",43390000.0,16.0,256.0,CORE I7-8750H,RTX 2080,,https://www.bhinneka.com/msi-ge63-raider-8sg-core-i7-8750h-16gb-1tb-hdd-256gb-ssd-rtx-2080-9s7-16p722-075-black-sku3323323015,12,105
Bhinneka,3323917625,MSI,"MSI Notebook GE75 9SG (Core i7-9750H, 32GB, 1TB SSD, RTX 2080 8GB)",44399000.0,32.0,1024.0,CORE I7-9750H,RTX 2080,,https://www.bhinneka.com/msi-notebook-ge75-9sg-core-i7-9750h-32gb-1tb-ssd-rtx-2080-8gb-9s7-17e212-288-black-sku3323917625,12,106
Bhinneka,3324051873,MSI,"MSI Notebook GS65 9SF (Core i7-9750H, 16GB, 1TB SSD, RTX 2070 8GB)",40564499.99,16.0,1024.0,CORE I7-9750H,RTX 2070,,https://www.bhinneka.com/msi-notebook-gs65-9sf-core-i7-9750h-16gb-1tb-ssd-rtx-2070-8gb-9s7-16q411-427-black-sku3324051873,12,106
Bhinneka,3324165751,MSI,"MSI Notebook P65 9SD (Core i7-9750H, 16GB, 512GB SSD, GTX 1660Ti 6GB)",29263000.0,16.0,512.0,CORE I7-9750H,GTX 1660,,https://www.bhinneka.com/msi-notebook-p65-9sd-core-i7-9750h-16gb-512gb-ssd-gtx-1660ti-6gb-9s7-16q412-864-grey-sku3324165751,12,106
Bhinneka,3324430270,HP,"HP Omen 15-dh0105TX (Core i7-9750H, 16GB, 512GB SSD, 1TB HDD, RTX2060 6GB)",23672500.0,16.0,512.0,CORE I7-9750H,RTX2060,,https://www.bhinneka.com/hp-omen-15-dh0105tx-core-i7-9750h-16gb-512gb-ssd-1tb-hdd-rtx2060-6gb-7nn18pa-sku3324430270,9,106
Bhinneka,3327415154,MSI,"MSI GS75 Stealth 9SG (Core i7-9750H, 32GB, 1TB SSD, RTX 2080)",51463000.0,32.0,1024.0,CORE I7-9750H,RTX 2080,,https://www.bhinneka.com/msi-gs75-stealth-9sg-core-i7-9750h-32gb-1tb-ssd-rtx-2080-9s7-17g111-1058-black-sku3327415154,12,106
Bhinneka,3327418161,MSI,"MSI Notebook GL65 9SEK (Core i7-9750H, 8GB, 512GB SSD, RTX2060 6GB)",22999000.0,8.0,512.0,CORE I7-9750H,RTX2060,,https://www.bhinneka.com/msi-notebook-gl65-9sek-core-i7-9750h-8gb-512gb-ssd-rtx2060-6gb-9s7-16u512-231-black-sku3327418161,12,106
Bhinneka,3328151772,ASUS,"ASUS ZenBook 14 UX433FLC-A702T (Core i7-10510U, 16GB, 512GB SSD, Win 10 Home)",20484000.0,16.0,512.0,CORE I7-10510U,,,https://www.bhinneka.com/asus-zenbook-14-ux433flc-a702t-core-i7-10510u-16gb-512gb-ssd-win-10-home-90nb0mp8-m05380-icicle-silver-sku3328151772,3,76
Bhinneka,3328630661,HP,"HP ProBook 430 G7 (Core i5-10210U, 8GB, 512GB SSD, Win 10 Pro)",18264999.99,8.0,512.0,CORE I5-10210U,,,https://www.bhinneka.com/hp-probook-430-g7-core-i5-10210u-8gb-512gb-ssd-win-10-pro-9jt83pa-sku3328630661,9,52
Bhinneka,3331839809,MSI,"MSI GS75 Stealth 10SFS (Core i7-10750H, 32GB, 1TB SSD, RTX 2070)",43390000.0,32.0,1024.0,CORE I7-10750H,RTX 2070,,https://www.bhinneka.com/msi-gs75-stealth-10sfs-core-i7-10750h-32gb-1tb-ssd-rtx-2070-9s7-17g311-407-sku3331839809,12,78
Bhinneka,3333611902,HP,"HP Omen 15-dh1020TX (Core i7-10750H, 32GB, 512GB SSD, 1TB HDD, RTX 2070 Super 8GB)",35317500.0,32.0,512.0,CORE I7-10750H,RTX 2070,,https://www.bhinneka.com/hp-omen-15-dh1020tx-core-i7-10750h-32gb-512gb-ssd-1tb-hdd-rtx-2070-super-8gb-1e8d0pa-sku3333611902,9,78
Bhinneka,3334177121,MSI,"MSI Notebook Creator 17 A10SGS (Core i7-10875H, 32GB, 2TB SSD, RTX 2080, Win 10 Home)",64581000.0,32.0,2048.0,CORE I7-10875H,RTX 2080,,https://www.bhinneka.com/msi-notebook-creator-17-a10sgs-core-i7-10875h-32gb-2tb-ssd-rtx-2080-win-10-home-9s7-17g312-409-space-grey-sku3334177121,12,80
Bhinneka,3334177218,MSI,"MSI Notebook Creator 17 A10SFS (Core i7-10875H, 32GB, 1TB SSD, RTX 2070, Win 10 Home)",51463000.0,32.0,1024.0,CORE I7-10875H,RTX 2070,,https://www.bhinneka.com/msi-notebook-creator-17-a10sfs-core-i7-10875h-32gb-1tb-ssd-rtx-2070-win-10-home-9s7-17g312-410-space-grey-sku3334177218,12,80
Bhinneka,3334177315,MSI,"MSI Notebook Creator 17 A10SE (Core i7-10875H, 16GB, 512GB SSD, RTX 2060, Win 10 Home)",41372000.0,16.0,512.0,CORE I7-10875H,RTX 2060,,https://www.bhinneka.com/msi-notebook-creator-17-a10se-core-i7-10875h-16gb-512gb-ssd-rtx-2060-win-10-home-9s7-17g312-411-space-grey-sku3334177315,12,80
Bhinneka,3334921790,LENOVO,"LENOVO IdeaPad Slim 5 14ARE05 (AMD Ryzen 5, 8GB, 512GB SSD, Win 10 Home)",9283000.0,8.0,512.0,"AMD RYZEN 5, 8GB, 512GB SSD, WIN 10 HOME",,,https://www.bhinneka.com/lenovo-ideapad-slim-5-14are05-amd-ryzen-5-8gb-512gb-ssd-win-10-home-81ym00caid-platinum-grey-sku3334921790,11,8
Bhinneka,3336072307,APPLE,"APPLE MacBook Air 13 Inch (Apple M1, 8GB, 256GB SSD, macOS)",12699000.0,8.0,256.0,M1,,,https://www.bhinneka.com/apple-macbook-air-13-inch-apple-m1-8gb-256gb-ssd-macos-mgn63id-a-space-grey-sku3336072307,2,166
Bhinneka,3336072501,APPLE,"APPLE MacBook Air 13 Inch (Apple M1, 8GB, 256GB SSD, macOS)",12699000.0,8.0,256.0,M1,,,https://www.bhinneka.com/apple-macbook-air-13-inch-apple-m1-8gb-256gb-ssd-macos-mgnd3id-a-gold-sku3336072501,2,166
Bhinneka,3336161935,HP,"HP Pavilion Gaming 15-dk1141TX (Core i7-10750H, 8GB, 512GB SSD, GTX1660Ti)",19474499.99,8.0,512.0,CORE I7-10750H,GTX1660,,https://www.bhinneka.com/hp-pavilion-gaming-15-dk1141tx-core-i7-10750h-8gb-512gb-ssd-gtx1660ti-sku3336161935,9,78
Bhinneka,3336702128,LENOVO,"LENOVO Yoga 7 14ITL5 (Core i5-1135G7, 8GB, 512GB SSD, Win 10 Home)",13099000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/lenovo-yoga-7-14itl5-core-i5-1135g7-8gb-512gb-ssd-win-10-home-82bh003uid-slate-grey-sku3336702128,11,56
Bhinneka,3336294534,MSI,"MSI Prestige 14 A11SCX (Core i7-1185G7, 16GB, 512GB SSD, GTX 1650)",20181000.0,16.0,512.0,CORE I7-1185G,GTX 1650,,https://www.bhinneka.com/msi-prestige-14-a11scx-core-i7-1185g7-16gb-512gb-ssd-gtx-1650-9s7-14c413-230-rose-pink-sku3336294534,12,86
Bhinneka,3336474469,LENOVO,"LENOVO Yoga Slim 7 14ITL05 (Core I7-1165G7, 16GB, 1TB SSD, Win 10 Home)",19979000.0,16.0,1024.0,CORE I7-1165G,,,https://www.bhinneka.com/lenovo-yoga-slim-7-14itl05-core-i7-1165g7-16gb-1tb-ssd-win-10-home-82a3001bid-slate-grey-sku3336474469,11,83
Bhinneka,3336716678,MSI,"MSI GE66 Raider 10UG (Core i7-10870H, 32GB, 1TB SSD, RTX 3070)",40363000.0,32.0,1024.0,CORE I7-10870H,RTX 3070,,https://www.bhinneka.com/msi-ge66-raider-10ug-core-i7-10870h-32gb-1tb-ssd-rtx-3070-9s7-154214-254-aluminum-black-sku3336716678,12,79
Bhinneka,3337988639,MSI,"MSI Modern 14 B11SB (Core i5-1135G7, 8GB, 512GB SSD, MX450)",13099000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/msi-modern-14-b11sb-core-i5-1135g7-8gb-512gb-ssd-mx450-9s7-14d224-694-carbon-gray-sku3337988639,12,56
Bhinneka,3336740540,LENOVO,"LENOVO Yoga Slim 7 Pro 14ITL5 (Core i7-1165G7, 16GB, 1TB SSD, GeForce MX450 2GB)",20332500.0,16.0,1024.0,CORE I7-1165G,,,https://www.bhinneka.com/lenovo-yoga-slim-7-pro-14itl5-core-i7-1165g7-16gb-1tb-ssd-geforce-mx450-2gb-82fx002uid-slate-grey-sku3336740540,11,83
Bhinneka,3336740928,MSI,"MSI GS66 Stealth 10UG (Core i7-10870H, 32GB, 1TB SSD, RTX 3070)",43390000.0,32.0,1024.0,CORE I7-10870H,RTX 3070,,https://www.bhinneka.com/msi-gs66-stealth-10ug-core-i7-10870h-32gb-1tb-ssd-rtx-3070-9s7-16v312-253-black-sku3336740928,12,79
Bhinneka,3336741995,MSI,"MSI GS66 Stealth 10UE (Core i7-10870H, 16GB, 1TB SSD, RTX 3060)",36326500.0,16.0,1024.0,CORE I7-10870H,RTX 3060,,https://www.bhinneka.com/msi-gs66-stealth-10ue-core-i7-10870h-16gb-1tb-ssd-rtx-3060-9s7-16v312-298-black-sku3336741995,12,79
Bhinneka,3336863148,LENOVO,"LENOVO ThinkBook 14 G2 ARE (AMD Ryzen 3 4300U, 4GB, 256GB SSD, Win 10 Home)",9485000.01,4.0,256.0,RYZEN 3 4300U,,,https://www.bhinneka.com/lenovo-thinkbook-14-g2-are-amd-ryzen-3-4300u-4gb-256gb-ssd-win-10-home-20vf003xid-mineral-grey-sku3336863148,11,195
Bhinneka,3336892442,HP,"HP Probook 440 G8 (Core i5-1135G7, 8GB, 512Gb SSD, Win 10 Pro)",16050000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/hp-probook-440-g8-core-i5-1135g7-8gb-512gb-ssd-win-10-pro-36u80pa-sku3336892442,9,56
Bhinneka,3336892830,HP,"HP Probook 440 G8 (Core i7-1165G7, 8GB, 512GB SSD, Win 10 Pro)",18510000.0,8.0,512.0,CORE I7-1165G,,,https://www.bhinneka.com/hp-probook-440-g8-core-i7-1165g7-8gb-512gb-ssd-win-10-pro-36u81pa-sku3336892830,9,83
Bhinneka,3336894770,HP,"HP Probook 440 G8 (Core i5-1135G7, 8GB, 512GB SSD, MX450)",16650000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/hp-probook-440-g8-core-i5-1135g7-8gb-512gb-ssd-mx450-36u83pa-sku3336894770,9,56
Bhinneka,3336941233,LENOVO,"LENOVO ThinkBook 14s G2 ITL (Core i5-1135G7, 16GB, 512GB SSD, Win 10 Home)",15640000.0,16.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/lenovo-thinkbook-14s-g2-itl-core-i5-1135g7-16gb-512gb-ssd-win-10-home-20va0017id-sku3336941233,11,56
Bhinneka,3336941621,LENOVO,"LENOVO ThinkBook 13s G2 ITL (Core i5-1135G7, 16GB, 512GB SSD, Win 10 Home)",15589499.99,16.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/lenovo-thinkbook-13s-g2-itl-core-i5-1135g7-16gb-512gb-ssd-win-10-home-20v90045id-mineral-grey-sku3336941621,11,56
Bhinneka,3337048127,LENOVO,"LENOVO IdeaPad 5 14ITL05 (Core i5-1135G7, 8GB, 512GB SSD, Win 10 Home)",12108500.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/lenovo-ideapad-5-14itl05-core-i5-1135g7-8gb-512gb-ssd-win-10-home-82fe00jrid-platinum-grey-sku3337048127,11,56
Bhinneka,3337083823,LENOVO,"LENOVO ThinkPad E14 Gen 2 (Core i7-1165G7, 8GB, 512GB SSD, MX450)",18300000.0,8.0,512.0,CORE I7-1165G,,,https://www.bhinneka.com/lenovo-thinkpad-e14-gen-2-core-i7-1165g7-8gb-512gb-ssd-mx450-20ta009hid-black-sku3337083823,11,83
Bhinneka,3337113408,LENOVO,"LENOVO ThinkBook 14-ITL (Core i3-1115G4, 8GB, 512GB SSD, Win 10 Home)",10300000.0,8.0,512.0,CORE I3-1115G,,,https://www.bhinneka.com/lenovo-thinkbook-14-itl-core-i3-1115g4-8gb-512gb-ssd-win-10-home-20vd00g0id-mineral-grey-sku3337113408,11,47
Bhinneka,3337128055,Dynabook,"Dynabook Satellite Pro L40-G PJA11L-01E006 (Core i7-10510U, 16GB, 512GB SSD, Win 10 Pro)",20081000.0,16.0,512.0,CORE I7-10510U,,,https://www.bhinneka.com/dynabook-satellite-pro-l40-g-pja11l-01e006-core-i7-10510u-16gb-512gb-ssd-win-10-pro-sku3337128055,8,76
Bhinneka,3337306341,LENOVO,"LENOVO Yoga Slim 7 14ITL05 (Core i7-1165G7, 16GB, 1TB SSD, Win 10 Home)",19071000.0,16.0,1024.0,CORE I7-1165G,,,https://www.bhinneka.com/lenovo-yoga-slim-7-14itl05-core-i7-1165g7-16gb-1tb-ssd-win-10-home-82a300b0id-slate-grey-sku3337306341,11,83
Bhinneka,3337306438,LENOVO,"LENOVO Yoga Slim 7 14ARE05 (Ryzen 5 4600U, 16GB, 512GB SSD, Win 10 Home)",14328500.0,16.0,512.0,RYZEN 5 4600U,,,https://www.bhinneka.com/lenovo-yoga-slim-7-14are05-ryzen-5-4600u-16gb-512gb-ssd-win-10-home-82a200b4id-orchid-sku3337306438,11,206
Bhinneka,3337339418,LENOVO,"LENOVO IdeaPad Slim 3i 14IGL05 (Celeron N4020, 4GB, 256GB SSD, Win 10 Home)",4299000.0,4.0,256.0,N4020,,,https://www.bhinneka.com/lenovo-ideapad-slim-3i-14igl05-celeron-n4020-4gb-256gb-ssd-win-10-home-81wh0047id-platinum-grey-sku3337339418,11,188
Bhinneka,3337339515,LENOVO,"LENOVO IdeaPad Slim 3i 14IGL05 (Celeron N4020, 4GB, 256GB SSD, Win 10 Home)",4299000.0,4.0,256.0,N4020,,,https://www.bhinneka.com/lenovo-ideapad-slim-3i-14igl05-celeron-n4020-4gb-256gb-ssd-win-10-home-81wh0049id-business-black-sku3337339515,11,188
Bhinneka,3337396454,ASUS,"ASUS VivoBook K413EQ-EB553IPS (Core i5-1135G7, 8GB, 512GB SSD, Win 10 Home)",12105000.01,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/asus-vivobook-k413eq-eb553ips-core-i5-1135g7-8gb-512gb-ssd-win-10-home-hearty-gold-sku3337396454,3,56
Bhinneka,3337412071,ASUS,"ASUS ZenBook UX425EA-IPS552 (Core i5-1135G7, 8GB, 512GB SSD, Win 10 Home)",13799000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/asus-zenbook-ux425ea-ips552-core-i5-1135g7-8gb-512gb-ssd-win-10-home-lilac-mist-sku3337412071,3,56
Bhinneka,3337422838,MSI,"MSI Pulse GL76 11UDK (Core i7-11800H, 16GB, 1TB SSD, RTX3050Ti)",21999000.0,16.0,1024.0,CORE I7-11800H,RTX3050TI,,https://www.bhinneka.com/msi-pulse-gl76-11udk-core-i7-11800h-16gb-1tb-ssd-rtx3050ti-9s7-17l222-254-black-sku3337422838,12,84
Bhinneka,3337423129,MSI,"MSI Katana GF66 11UC (Core i7-11800H, 8GB, 512GB SSD, RTX 3050)",17198999.990000002,8.0,512.0,CORE I7-11800H,RTX 3050,,https://www.bhinneka.com/msi-katana-gf66-11uc-core-i7-11800h-8gb-512gb-ssd-rtx-3050-9s7-158212-446-black-sku3337423129,12,84
Bhinneka,3337423323,MSI,"MSI Bravo 15 B5DD (AMD Ryzen 7 5800H, 8GB, 512GB SSD, Radeon RX5500M 4GB)",14631000.0,8.0,512.0,RYZEN 7 5800H,RX5500M,,https://www.bhinneka.com/msi-bravo-15-b5dd-amd-ryzen-7-5800h-8gb-512gb-ssd-radeon-rx5500m-4gb-9s7-158k12-046-black-sku3337423323,12,233
Bhinneka,3337424487,HP,"HP ProBook 430 G8 (Core i7-1165G7, 8GB, 512GB SSD, Win 10 Pro)",22300000.0,8.0,512.0,CORE I7-1165G,,,https://www.bhinneka.com/hp-probook-430-g8-core-i7-1165g7-8gb-512gb-ssd-win-10-pro-36u79pa-sku3337424487,9,83
Bhinneka,3337473666,LENOVO,"LENOVO Legion 7 16ACHg6 (Ryzen 7 5800H, 32GB, 1TB SSD, RTX 3060, Win 10 Home)",32290000.0,32.0,1024.0,RYZEN 7 5800H,RTX 3060,,https://www.bhinneka.com/lenovo-legion-7-16achg6-ryzen-7-5800h-32gb-1tb-ssd-rtx-3060-win-10-home-82n6009uid-strom-grey-sku3337473666,11,233
Bhinneka,3337485791,HP,"HP Pavilion 13-be0000AU (AMD Ryzen 5 5600U, 16GB , 512GB SSD, Win 10 Home)",12625000.0,16.0,512.0,RYZEN 5 5600U,,,https://www.bhinneka.com/hp-pavilion-13-be0000au-amd-ryzen-5-5600u-16gb-512gb-ssd-win-10-home-488f9pa-silver-sku3337485791,9,210
Bhinneka,3337485888,HP,"HP Pavilion 13-be0001AU (AMD Ryzen 5 5600U, 16GB , 512GB SSD, Win 10 Home)",12625000.0,16.0,512.0,RYZEN 5 5600U,,,https://www.bhinneka.com/hp-pavilion-13-be0001au-amd-ryzen-5-5600u-16gb-512gb-ssd-win-10-home-488g0pa-gold-sku3337485888,9,210
Bhinneka,3337490350,DELL,"DELL Latitude 3420 (Core i3-1115G4, 8GB, 256GB SSD)",12664500.0,8.0,256.0,CORE I3-1115G,,,https://www.bhinneka.com/dell-latitude-3420-core-i3-1115g4-8gb-256gb-ssd-sku3337490350,7,47
Bhinneka,3337544573,HP,"HP Pavilion x360 Convertible 14-dy0064TU (Core i5-1135G7, 8GB, 512GB SSD, Win 10 Home)",13199000.0,8.0,512.0,CORE I5-1135G,,,https://www.bhinneka.com/hp-pavilion-x360-convertible-14-dy0064tu-core-i5-1135g7-8gb-512gb-ssd-win-10-home-3y5t5pa-warm-gold-sku3337544573,9,56
Bhinneka,3337557668,LENOVO,"LENOVO ThinkPad X1 Titanium (Core i7-1180G7, 16GB, 1TB SSD, Win 10 Pro)",54209500.0,16.0,1024.0,CORE I7-1180G,,,https://www.bhinneka.com/lenovo-thinkpad-x1-titanium-core-i7-1180g7-16gb-1tb-ssd-win-10-pro-20qbs00g00-gray-sku3337557668,11,85
Bhinneka,3337560966,LENOVO,"LENOVO ThinkPad X1 Nano Gen 1 (Core i7-1180G7, 16GB, 1TB SSD, Win 10 Pro)",28700000.0,16.0,1024.0,CORE I7-1180G,,,https://www.bhinneka.com/lenovo-thinkpad-x1-nano-gen-1-core-i7-1180g7-16gb-1tb-ssd-win-10-pro-20un007eid-sku3337560966,11,85
Bhinneka,3337577553,ASUS,"ASUS VivoBook K513EA-OLED322 (Core i3-1115G4, 4GB, 256GB SSD, Win 10 Home)",7899000.0,4.0,256.0,CORE I3-1115G,,,https://www.bhinneka.com/asus-vivobook-k513ea-oled322-core-i3-1115g4-4gb-256gb-ssd-win-10-home-transparent-silver-sku3337577553,3,47
Bhinneka,3337583082,HP,"HP Pavilion x360 Convertible 14-dy0066TU (Core i7-1165G7, 8GB, 512GB SSD, Win 10 Home)",16245500.0,8.0,512.0,CORE I7-1165G,,,https://www.bhinneka.com/hp-pavilion-x360-convertible-14-dy0066tu-core-i7-1165g7-8gb-512gb-ssd-win-10-home-3y5t7pa-natural-silver-sku3337583082,9,83
Bhinneka,3337605004,ASUS,"ASUS ZenBook 13 OLED UM325UA-OLED551 (Ryzen 5 5500U, 8GB, 512GB SSD, Win 10 Home)",13922000.0,8.0,512.0,RYZEN 5 5500U,,,https://www.bhinneka.com/asus-zenbook-13-oled-um325ua-oled551-ryzen-5-5500u-8gb-512gb-ssd-win-10-home-pine-grey-sku3337605004,3,208
Bhinneka,3337651273,LENOVO,"LENOVO Legion 5 15ACH6 (AMD Ryzen 7, 16GB, 512GB SSD, RTX 3050 Ti)",18499000.0,16.0,512.0,"AMD RYZEN 7, 16GB, 512GB SSD, RTX 3050 TI",RTX 3050 TI,,https://www.bhinneka.com/lenovo-legion-5-15ach6-amd-ryzen-7-16gb-512gb-ssd-rtx-3050-ti-82jw003qid-phantom-blue-sku3337651273,11,18
Bhinneka,3337657287,ASUS,"ASUS ROG Zephyrus GA401QEC-AW (AMD Ryzen 9, 16GB, 1TB SSD, RTX 3050)",27999000.0,16.0,1024.0,"AMD RYZEN 9, 16GB, 1TB SSD, RTX 3050",RTX 3050,,https://www.bhinneka.com/asus-rog-zephyrus-ga401qec-aw-amd-ryzen-9-16gb-1tb-ssd-rtx-3050-sku3337657287,3,30
Bhinneka,3337693662,HP,"HP Notebook 14s-fq1036AU (Ryzen 7 5700U, 8GB, 512GB SSD, Win 10 Home)",11099000.0,8.0,512.0,RYZEN 7 5700U,,,https://www.bhinneka.com/hp-notebook-14s-fq1036au-ryzen-7-5700u-8gb-512gb-ssd-win-10-home-463c7pa-silver-sku3337693662,9,232
Bhinneka,3337717912,ASUS,"ASUS VivoBook E410MAO-VIPS555 (Pentium N5030, 8GB, 512GB SSD, Win 10 Home)",6098999.99,8.0,512.0,"PENTIUM N5030, 8GB, 512GB SSD, WIN 10 HOME",,,https://www.bhinneka.com/asus-vivobook-e410mao-vips555-pentium-n5030-8gb-512gb-ssd-win-10-home-dreamy-white-sku3337717912,3,191
Bhinneka,3337721889,ASUS,"ASUS VivoBook K513EA-IPS353 (Core i3-1115G4, 8GB, 512GB SSD, Win 10 Home)",9383000.0,8.0,512.0,CORE I3-1115G,,,https://www.bhinneka.com/asus-vivobook-k513ea-ips353-core-i3-1115g4-8gb-512gb-ssd-win-10-home-hearty-gold-sku3337721889,3,47
Bhinneka,3337727515,LENOVO,"LENOVO Legion 5 15ACH6H (Ryzen 7 5800H, 16GB, 512GB SSD, RTX 3060, Win 10 Home)",20499000.0,16.0,512.0,RYZEN 7 5800H,RTX 3060,,https://www.bhinneka.com/lenovo-legion-5-15ach6h-ryzen-7-5800h-16gb-512gb-ssd-rtx-3060-win-10-home-82ju00f0id-phantom-blue-sku3337727515,11,233
Bhinneka,3337734790,LENOVO,"LENOVO Notebook V14 G2 ITL (Core i3-1115G4, 4GB, 256GB SSD, MX350, Win 10 Home)",7680000.0,4.0,256.0,CORE I3-1115G,,,https://www.bhinneka.com/lenovo-notebook-v14-g2-itl-core-i3-1115g4-4gb-256gb-ssd-mx350-win-10-home-82ka00hgid-iron-grey-sku3337734790,11,47
Bhinneka,3337739155,ASUS,"ASUS Gaming TUF Dash F15 FX516PM-I736B7W-O (Core i7-11370H, 16GB, 512GB SSD, RTX 3060)",19976000.0,16.0,512.0,CORE I7-11370H,RTX 3060,,https://www.bhinneka.com/asus-gaming-tuf-dash-f15-fx516pm-i736b7w-o-core-i7-11370h-16gb-512gb-ssd-rtx-3060-moonlight-white-sku3337739155,3,81
Bhinneka,3337743811,LENOVO,"LENOVO Notebook V14 G2 ITL (Core i7-1165G7, 8GB, 512GB SSD, Win 10 Home)",12459000.0,8.0,512.0,CORE I7-1165G,,,https://www.bhinneka.com/lenovo-notebook-v14-g2-itl-core-i7-1165g7-8gb-512gb-ssd-win-10-home-82ka00bcid-iron-grey-sku3337743811,11,83
Bhinneka,3337751765,MSI,"MSI Stealth 15M A11UEK (Core i7-11375H, 16GB, 512GB SSD, RTX 3060)",25999000.0,16.0,512.0,CORE I7-11375H,RTX 3060,,https://www.bhinneka.com/msi-stealth-15m-a11uek-core-i7-11375h-16gb-512gb-ssd-rtx-3060-9s7-156312-210-white-sku3337751765,12,82
