Source,SKU,Brand,Name,Price,RAM,SSD,Processor,GPU,VRAM,Link,Brand_Encoded,Processor_Encoded
Bhinneka,3340815801,HP,"HP EliteBook 630 G10 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",22600000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/hp-elitebook-630-g10-core-i5-1335u-16gb-512gb-ssd-win-11-pro-9j087pt-sku3340815801,9,67
Bhinneka,3340826277,HP,"HP ProBook 440 G10 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",15499000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/hp-probook-440-g10-core-i5-1335u-16gb-512gb-ssd-win-11-pro-sku3340826277,9,67
Bhinneka,3340833261,HP,"HP ProBook 440 G10 (Core i7-1355U, 16GB, 512GB SSD, Win 11 Pro)",19350000.0,16.0,512.0,CORE I7-1355U,,,https://www.bhinneka.com/hp-probook-440-g10-core-i7-1355u-16gb-512gb-ssd-win-11-pro-9j090pt-sku3340833261,9,95
Bhinneka,3340851982,ASUS,"ASUS VivoBook A1404VA-VIPS711 (Core i7-1355U, 16GB, 1TB SSD, Win 11 Home)",12299000.0,16.0,1024.0,CORE I7-1355U,,,https://www.bhinneka.com/asus-vivobook-a1404va-vips711-core-i7-1355u-16gb-1tb-ssd-win-11-home-quiet-blue-sku3340851982,3,95
Bhinneka,3340854019,ASUS,"ASUS Vivobook Go 14 E1404GA-FHD352 (Core i3-N305, 8GB, 512GB SSD, Win 11 Home)",6599000.01,8.0,512.0,N305,,,https://www.bhinneka.com/asus-vivobook-go-14-e1404ga-fhd352-core-i3-n305-8gb-512gb-ssd-win-11-home-green-grey-sku3340854019,3,186
Bhinneka,3340854116,ASUS,"ASUS Vivobook Go 14 E1404GA-FHD353 (Core i3-N305, 8GB, 512GB SSD, Win 11 Home)",6599000.01,8.0,512.0,N305,,,https://www.bhinneka.com/asus-vivobook-go-14-e1404ga-fhd353-core-i3-n305-8gb-512gb-ssd-win-11-home-cool-silver-sku3340854116,3,186
Bhinneka,3340857511,ASUS,"ASUS  VivoBook A1404VA-VIPS712 (Core i7-1355U, 16GB, 1TB SSD, Win 11 Home)",12299000.0,16.0,1024.0,CORE I7-1355U,,,https://www.bhinneka.com/asus-vivobook-a1404va-vips712-core-i7-1355u-16gb-1tb-ssd-win-11-home-transparent-silver-sku3340857511,3,95
Bhinneka,3340857705,ASUS,"ASUS VivoBook A1404VA-VIPS713 (Core i7-1355U, 16GB, 1TB SSD, Win 11 Home)",12199000.0,16.0,1024.0,CORE I7-1355U,,,https://www.bhinneka.com/asus-vivobook-a1404va-vips713-core-i7-1355u-16gb-1tb-ssd-win-11-home-quiet-blue-sku3340857705,3,95
Bhinneka,3340859839,DELL,"DELL Latitude 7440 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",27985000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/dell-latitude-7440-core-i5-1335u-16gb-512gb-ssd-win-11-pro-aluminum-sku3340859839,7,67
Bhinneka,3340860130,ASUS,"ASUS Zenbook 14 OLED UX3405MA-OLEDS714 (Core Ultra 7 155H, 32GB, 1TB SSD, Win 11 Home)",19799000.0,32.0,1024.0,CORE ULTRA 7 155H,,,https://www.bhinneka.com/asus-zenbook-14-oled-ux3405ma-oleds714-core-ultra-7-155h-32gb-1tb-ssd-win-11-home-foggy-silver-sku3340860130,3,120
Bhinneka,3340863428,DELL,"DELL Latitude 3440 (Core i7-1355U, 8GB, 512GB SSD, Win 11 Home)",17000000.01,8.0,512.0,CORE I7-1355U,,,https://www.bhinneka.com/dell-latitude-3440-core-i7-1355u-8gb-512gb-ssd-win-11-home-sku3340863428,7,95
Bhinneka,3340883895,MSI,"MSI Cyborg 15 A13VEK (Core i5-13420H, 8GB, 512GB SSD, RTX 4050)",14999000.0,8.0,512.0,CORE I5-13420H,RTX 4050,,https://www.bhinneka.com/msi-cyborg-15-a13vek-core-i5-13420h-8gb-512gb-ssd-rtx-4050-9s7-15k111-872-translucent-black-sku3340883895,12,68
Bhinneka,3340895244,APPLE,"APPLE MacBook Air 13 Inch (Apple M3, 8GB, 512GB SSD, 10-Core GPU)",23199000.0,8.0,512.0,M3,,,https://www.bhinneka.com/apple-macbook-air-13-inch-apple-m3-8gb-512gb-ssd-10-core-gpu-mrxu3id-a-starlight-sku3340895244,2,170
Bhinneka,3340897960,APPLE,"APPLE MacBook Pro 14 Inch (Apple M3, 16GB, 1TB SSD, 10-Core GPU)",37167000.0,16.0,1024.0,M3,,,https://www.bhinneka.com/apple-macbook-pro-14-inch-apple-m3-16gb-1tb-ssd-10-core-gpu-mxe03id-a-space-grey-sku3340897960,2,170
Bhinneka,3340899221,AXIOO,"AXIOO MyBook Pro M7T 16N9 (Core i7-1355U, 16GB, 1TB SSD, Win 11)",27399999.99,16.0,1024.0,CORE I7-1355U,,,https://www.bhinneka.com/axioo-mybook-pro-m7t-16n9-core-i7-1355u-16gb-1tb-ssd-win-11-sku3340899221,5,95
Bhinneka,3340905720,LENOVO,"LENOVO Yoga Pro 7 14AHP9 (AMD Ryzen 7, 16GB, 1TB SSD, RTX 3050)",19999000.0,16.0,1024.0,"AMD RYZEN 7, 16GB, 1TB SSD, RTX 3050",RTX 3050,,https://www.bhinneka.com/lenovo-yoga-pro-7-14ahp9-amd-ryzen-7-16gb-1tb-ssd-rtx-3050-83e30006id-luna-grey-sku3340905720,11,11
Bhinneka,3340921240,HP,"HP Spectre x360 2-in-1 14-ef2000TU (Core i7-1355U, 32GB, 2TB SSD, Win 11 Home)",30999000.0,32.0,2048.0,CORE I7-1355U,,,https://www.bhinneka.com/hp-spectre-x360-2-in-1-14-ef2000tu-core-i7-1355u-32gb-2tb-ssd-win-11-home-7m4v5pa-blue-sku3340921240,9,95
Bhinneka,3340931037,LENOVO,"LENOVO Legion Pro 5 16IRX9 (Core i9-14900HX, 32GB, 1TB SSD, RTX4070)",35999000.0,32.0,1024.0,CORE I9-14900HX,RTX4070,,https://www.bhinneka.com/lenovo-legion-pro-5-16irx9-core-i9-14900hx-32gb-1tb-ssd-rtx4070-83df003mid-onyx-grey-sku3340931037,11,114
Bhinneka,3340933947,LENOVO,"LENOVO Legion Pro 7 16IRX9H (Core i9-14900HX, 32GB, 2TB SSD, RTX 4090)",59999000.0,32.0,2048.0,CORE I9-14900HX,RTX 4090,,https://www.bhinneka.com/lenovo-legion-pro-7-16irx9h-core-i9-14900hx-32gb-2tb-ssd-rtx-4090-83de001cid-eclipse-black-sku3340933947,11,114
Bhinneka,3340934432,LENOVO,"LENOVO Legion Slim 5 16AHP9 (Ryzen 7 8845HS, 16GB, 512GB SSD, RTX 4060)",24999000.0,16.0,512.0,RYZEN 7 8845HS,RTX 4060,,https://www.bhinneka.com/lenovo-legion-slim-5-16ahp9-ryzen-7-8845hs-16gb-512gb-ssd-rtx-4060-83dh000kid-luna-grey-sku3340934432,11,248
Bhinneka,3340934529,LENOVO,"LENOVO Legion Pro 5 16IRX9 (Core i7-14650HX, 16GB, 1TB SSD, RTX 4060)",28999000.01,16.0,1024.0,CORE I7-14650HX,RTX 4060,,https://www.bhinneka.com/lenovo-legion-pro-5-16irx9-core-i7-14650hx-16gb-1tb-ssd-rtx-4060-83df003lid-onyx-grey-sku3340934529,11,102
Bhinneka,3340935305,LENOVO,"LENOVO Legion Pro 7 16IRX9H (Core i9-14900HX, 32GB, 2TB SSD, RTX 4080 12GB)",52999000.0,32.0,2048.0,CORE I9-14900HX,RTX 4080,,https://www.bhinneka.com/lenovo-legion-pro-7-16irx9h-core-i9-14900hx-32gb-2tb-ssd-rtx-4080-12gb-83de001bid-eclipse-black-sku3340935305,11,114
Bhinneka,3340938021,LENOVO,"LENOVO K14 Gen 1 (Core i5-1145G7, 8GB, 512GB SSD, Win 11 Home)",16480000.0,8.0,512.0,CORE I5-1145G,,,https://www.bhinneka.com/lenovo-k14-gen-1-core-i5-1145g7-8gb-512gb-ssd-win-11-home-21css22500-black-sku3340938021,11,58
Bhinneka,3340939088,LENOVO,"LENOVO LOQ 15AHP9 (AMD Ryzen 7, 8GB, 512GB SSD, RTX 4050)",17498999.990000002,8.0,512.0,"AMD RYZEN 7, 8GB, 512GB SSD, RTX 4050",RTX 4050,,https://www.bhinneka.com/lenovo-loq-15ahp9-amd-ryzen-7-8gb-512gb-ssd-rtx-4050-83dx0038id-luna-grey-sku3340939088,11,26
Bhinneka,3340939282,LENOVO,"LENOVO Yoga 7 2-in-1 14IML9 (Ultra 5 125H, 16GB, 512GB SSD,Intel Arc)",16999000.0,16.0,512.0,ULTRA 5 125H,,,https://www.bhinneka.com/lenovo-yoga-7-2-in-1-14iml9-ultra-5-125h-16gb-512gb-ssd-intel-arc-83dj000wid-tidal-teal-sku3340939282,11,263
Bhinneka,3340939573,LENOVO,"LENOVO LOQ 15IRX9 (Core i7-13650HX, 12GB, 512GB SSD, RTX 4050)",17999000.01,12.0,512.0,CORE I7-13650HX,RTX 4050,,https://www.bhinneka.com/lenovo-loq-15irx9-core-i7-13650hx-12gb-512gb-ssd-rtx-4050-83dv00ahid-luna-grey-sku3340939573,11,98
Bhinneka,3340945781,LENOVO,"LENOVO IdeaPad 5 2-in-1 14IRU9 (Core 5 120U, 16GB, 512GB SSD, Win 11 Home)",12599000.0,16.0,512.0,CORE 5 120U,,,https://www.bhinneka.com/lenovo-ideapad-5-2-in-1-14iru9-core-5-120u-16gb-512gb-ssd-win-11-home-83dt0009id-cosmic-blue-sku3340945781,11,40
Bhinneka,3340945684,LENOVO,"LENOVO IdeaPad 5 2-in-1 14IRU9 (Core 5 120U, 16GB, 512GB SSD, Win 11 Home)",12599000.0,16.0,512.0,CORE 5 120U,,,https://www.bhinneka.com/lenovo-ideapad-5-2-in-1-14iru9-core-5-120u-16gb-512gb-ssd-win-11-home-83dt000aid-luna-grey-sku3340945684,11,40
Bhinneka,3340946363,LENOVO,"LENOVO IdeaPad 5 2-in-1 14IRU9 (Core 7 150U, 16GB, 512GB SSD, Win 11 Home)",14899000.0,16.0,512.0,CORE 7 150U,,,https://www.bhinneka.com/lenovo-ideapad-5-2-in-1-14iru9-core-7-150u-16gb-512gb-ssd-win-11-home-83dt000bid-cosmic-blue-sku3340946363,11,42
Bhinneka,3340946266,LENOVO,"LENOVO IdeaPad 5 2-in-1 14IRU9 (Core 7 150U, 16GB, 512GB SSD, Win 11 Home)",14899000.0,16.0,512.0,CORE 7 150U,,,https://www.bhinneka.com/lenovo-ideapad-5-2-in-1-14iru9-core-7-150u-16gb-512gb-ssd-win-11-home-83dt000cid-luna-grey-sku3340946266,11,42
Bhinneka,3340947430,ACER,"ACER Swift Go AI SFG14-73-5135 (Core Ultra 5, 16GB, 512GB SSD, Win 11 Home)",13999000.0,16.0,512.0,"CORE ULTRA 5, 16GB, 512GB SSD, WIN 11 HOME",,,https://www.bhinneka.com/acer-swift-go-ai-sfg14-73-5135-core-ultra-5-16gb-512gb-ssd-win-11-home-pure-silver-sku3340947430,0,117
Bhinneka,3340947818,ACER,"ACER Aspire Lite AL14-51M-37GM (Core i3-1215U, 8GB, 512GB SSD, Win 11 Home)",7799000.0,8.0,512.0,CORE I3-1215U,,,https://www.bhinneka.com/acer-aspire-lite-al14-51m-37gm-core-i3-1215u-8gb-512gb-ssd-win-11-home-silver-sku3340947818,0,49
Bhinneka,3340948400,ACER,"ACER Predator Helios Neo 16 PHN16-72-979D (Core i9-14900HX, 16GB, 1TB SSD, RTX 4060)",32099000.0,16.0,1024.0,CORE I9-14900HX,RTX 4060,,https://www.bhinneka.com/acer-predator-helios-neo-16-phn16-72-979d-core-i9-14900hx-16gb-1tb-ssd-rtx-4060-sku3340948400,0,114
Bhinneka,3340956451,LENOVO,"LENOVO IdeaPad 3 14IAU7 (Core i3-1215U, 8GB, 256GB SSD, Win 11 Home)",6699000.01,8.0,256.0,CORE I3-1215U,,,https://www.bhinneka.com/lenovo-ideapad-3-14iau7-core-i3-1215u-8gb-256gb-ssd-win-11-home-82rj00cuid-abyss-blue-sku3340956451,11,49
Bhinneka,3340956354,LENOVO,"LENOVO IdeaPad 3 14IAU7 (Core i3-1215U, 8GB, 256GB SSD, Win 11 Home)",6699000.01,8.0,256.0,CORE I3-1215U,,,https://www.bhinneka.com/lenovo-ideapad-3-14iau7-core-i3-1215u-8gb-256gb-ssd-win-11-home-82rj00cvid-arctic-grey-sku3340956354,11,49
Bhinneka,3340956257,LENOVO,"LENOVO IdeaPad 3 14IAU7 (Core i3-1215U, 8GB, 256GB SSD, Win 11 Home)",6699000.01,8.0,256.0,CORE I3-1215U,,,https://www.bhinneka.com/lenovo-ideapad-3-14iau7-core-i3-1215u-8gb-256gb-ssd-win-11-home-82rj00cwid-misty-blue-sku3340956257,11,49
Bhinneka,3340956742,DELL,"DELL Latitude 3440 (Core i5-1235U, 16GB, 512GB SSD, Win 11 Pro)",16000000.0,16.0,512.0,CORE I5-1235U,,,https://www.bhinneka.com/dell-latitude-3440-core-i5-1235u-16gb-512gb-ssd-win-11-pro-sku3340956742,7,61
Bhinneka,3340956839,DELL,"DELL Latitude 5340 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",22199000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/dell-latitude-5340-core-i5-1335u-16gb-512gb-ssd-win-11-pro-sku3340956839,7,67
Bhinneka,3340958294,ASUS,"ASUS ExpertBook B1 B1402CBA_ID-NK7850X (Core i7-1255U, 8GB, 512GB SSD, Win 11 Pro)",11990000.0,8.0,512.0,CORE I7-1255U,,,https://www.bhinneka.com/3340958294-asus-expertbook-b1-b1402cba-id-nk7850x-core-i7-1255u-8gb-512gb-ssd-win-11-pro-sku3340958294,3,88
Bhinneka,3340968479,LENOVO,"LENOVO ThinkPad E14 Gen 5 (AMD Ryzen 7 7730U, 16GB, 1TB SSD, Win 11 Pro)",19315000.0,16.0,1024.0,RYZEN 7 7730U,,,https://www.bhinneka.com/lenovo-thinkpad-e14-gen-5-amd-ryzen-7-7730u-16gb-1tb-ssd-win-11-pro-21jr003hid-graphite-black-sku3340968479,11,242
Bhinneka,3340968576,LENOVO,"LENOVO ThinkPad E14 Gen 5 (AMD Ryzen 5 7530U, 8GB, 512GB SSD, Win 11 Pro)",16705000.0,8.0,512.0,RYZEN 5 7530U,,,https://www.bhinneka.com/lenovo-thinkpad-e14-gen-5-amd-ryzen-5-7530u-8gb-512gb-ssd-win-11-pro-21jr003gid-graphite-black-sku3340968576,11,219
Bhinneka,3339238484,AXIOO,"AXIOO Mybook Pro K5 16N9 (Core i5-1135G7, 16GB, 1TB SSD, Win 10 Pro)",13350000.0,16.0,1024.0,CORE I5-1135G,,,https://www.bhinneka.com/axioo-mybook-pro-k5-16n9-core-i5-1135g7-16gb-1tb-ssd-win-10-pro-sku3339238484,5,56
Bhinneka,3340985939,ASUS,"ASUS ExpertBook B1402CVA-NK5150X (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",18959000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/asus-expertbook-b1402cva-nk5150x-core-i5-1335u-16gb-512gb-ssd-win-11-pro-sku3340985939,3,67
Bhinneka,3340988073,AXIOO,"AXIOO MyBook Pro L1 8N2 (Celeron N100, 8GB, 256GB SSD, Win 11, 1 Year Warranty) ",8100000.0,8.0,256.0,N100,,,https://www.bhinneka.com/axioo-mybook-pro-l1-8n2-celeron-n100-8gb-256gb-ssd-win-11-1-year-warranty-sku3340988073,5,183
Bhinneka,3340988170,AXIOO,"AXIOO MyBook Pro L1 8N5 (Celeron N100, 8GB, 512GB SSD, Win 11, 1 Year Warranty)  ",8900000.0,8.0,512.0,N100,,,https://www.bhinneka.com/axioo-mybook-pro-l1-8n5-celeron-n100-8gb-512gb-ssd-win-11-1-year-warranty-sku3340988170,5,183
Bhinneka,3340988267,AXIOO,"AXIOO MyBook Pro L1 8N9 (Celeron N100, 8GB, 1TB SSD, Win 11, 1 Year Warranty)",10700000.0,8.0,1024.0,N100,,,https://www.bhinneka.com/axioo-mybook-pro-l1-8n9-celeron-n100-8gb-1tb-ssd-win-11-1-year-warranty-sku3340988267,5,183
Bhinneka,3340988655,AXIOO,"AXIOO MyBook Pro L3 8N2 (Core i3-1215U, 8GB, 256GB SSD, Win 11)  ",14500000.0,8.0,256.0,CORE I3-1215U,,,https://www.bhinneka.com/axioo-mybook-pro-l3-8n2-core-i3-1215u-8gb-256gb-ssd-win-11-sku3340988655,5,49
Bhinneka,3340992729,ASUS,"ASUS ExpertBook B9 OLED B9403CVAR-KM7310X (Core 7 Processor 150U, 32GB, 1TB SSD, Win 11 Pro)",34999000.0,32.0,1024.0,M7310,,,https://www.bhinneka.com/asus-expertbook-b9-oled-b9403cvar-km7310x-core-7-processor-150u-32gb-1tb-ssd-win-11-pro-star-black-sku3340992729,3,182
Bhinneka,3340994184,AXIOO,"AXIOO MyBook Pro L3 8N5 (Core i3-1215U, 8GB, 512GB SSD, Win 11)",15300000.0,8.0,512.0,CORE I3-1215U,,,https://www.bhinneka.com/axioo-mybook-pro-l3-8n5-core-i3-1215u-8gb-512gb-ssd-win-11-sku3340994184,5,49
Bhinneka,3340994281,AXIOO,"AXIOO MyBook Pro L3 8N9 (Core i3-1215U, 8GB, 1TB SSD, Win 11)",17100000.01,8.0,1024.0,CORE I3-1215U,,,https://www.bhinneka.com/axioo-mybook-pro-l3-8n9-core-i3-1215u-8gb-1tb-ssd-win-11-sku3340994281,5,49
Bhinneka,3340994669,HP,"HP EliteBook 840 G10 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",26650000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/hp-elitebook-840-g10-core-i5-1335u-16gb-512gb-ssd-win-11-pro-hpq8h5t8pa-sku3340994669,9,67
Bhinneka,3340994863,HP,"HP Elitebook 830 G10 (Core i5-1335U, 16GB, 512GB SSD, Win 11 Pro)",26650000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/hp-elitebook-830-g10-core-i5-1335u-16gb-512gb-ssd-win-11-pro-hpq8h5u9pa-sku3340994863,9,67
Bhinneka,3340995445,ASUS,"ASUS ExpertBook B1402CVA-NK7110X (Core i7-1355U, 16GB, 1TB SSD, Win 11 Pro)",21959000.0,16.0,1024.0,CORE I7-1355U,,,https://www.bhinneka.com/asus-expertbook-b1402cva-nk7110x-core-i7-1355u-16gb-1tb-ssd-win-11-pro-sku3340995445,3,95
Bhinneka,3340995542,ASUS,"ASUS ExpertBook B3404CVA-Q57150X (Core i7-1355U, 16GB, 512GB SSD, Win 11 Pro)",24719000.0,16.0,512.0,CORE I7-1355U,,,https://www.bhinneka.com/asus-expertbook-b3404cva-q57150x-core-i7-1355u-16gb-512gb-ssd-win-11-pro-sku3340995542,3,95
Bhinneka,3340996609,MSI,"MSI Katana 15 (AMD Ryzen 7, 16GB, 512GB SSD, RTX 4050)",17799000.01,16.0,512.0,"AMD RYZEN 7, 16GB, 512GB SSD, RTX 4050",RTX 4050,,https://www.bhinneka.com/msi-katana-15-amd-ryzen-7-16gb-512gb-ssd-rtx-4050-9s7-158n31-412-black-sku3340996609,12,19
Bhinneka,3340997094,MSI,"MSI Katana 15 (AMD Ryzen 7, 16GB, 512GB SSD, RTX 4060)",19699000.0,16.0,512.0,"AMD RYZEN 7, 16GB, 512GB SSD, RTX 4060",RTX 4060,,https://www.bhinneka.com/msi-katana-15-amd-ryzen-7-16gb-512gb-ssd-rtx-4060-9s7-158n31-414-black-sku3340997094,12,20
Bhinneka,3340998064,MSI,"MSI Thin GF63 11UC-1204ID  (Core  i5-11400H, 16GB, 512GB SSD, RTX 3050) ",10999000.0,16.0,512.0,CORE  I5-11400H,RTX 3050,,https://www.bhinneka.com/msi-thin-gf63-11uc-1204id-core-i5-11400h-16gb-512gb-ssd-rtx-3050-9s7-16r612-1625-black-sku3340998064,12,34
Bhinneka,3340999810,MSI,"MSI Thin A15 (Ryzen 5 7535HS, 8GB, 512GB SSD, RTX2050)",11299000.0,8.0,512.0,RYZEN 5 7535HS,RTX2050,,https://www.bhinneka.com/msi-thin-a15-ryzen-5-7535hs-8gb-512gb-ssd-rtx2050-9s7-16rk11-018-cosmos-gray-sku3340999810,12,220
Bhinneka,3341000295,MSI,"MSI Thin A15 (Ryzen 7 7735HS, 16GB, 512GB SSD, RTX 4060)",16999000.0,16.0,512.0,RYZEN 7 7735HS,RTX 4060,,https://www.bhinneka.com/msi-thin-a15-ryzen-7-7735hs-16gb-512gb-ssd-rtx-4060-9s7-16rk11-012-cosmos-gray-sku3341000295,12,243
Bhinneka,3341001362,MSI,"MSI Thin A15 (Ryzen 5 7535HS, 8GB, 512GB SSD, RTX 4050)",13999000.0,8.0,512.0,RYZEN 5 7535HS,RTX 4050,,https://www.bhinneka.com/msi-thin-a15-ryzen-5-7535hs-8gb-512gb-ssd-rtx-4050-9s7-16rk11-015-sku3341001362,12,220
Bhinneka,3341002429,HP,"HP Spectre x360 14-eu0005TU (Core Ultra 7, 32GB, 2TB SSD, Win 11 Home) ",30999000.0,32.0,2048.0,"CORE ULTRA 7, 32GB, 2TB SSD, WIN 11 HOME",,,https://www.bhinneka.com/hp-spectre-x360-14-eu0005tu-core-ultra-7-32gb-2tb-ssd-win-11-home-9d0k3pa-blue-sku3341002429,9,128
Bhinneka,3341015330,ACER,"ACER Aspire Lite AL14-31P-C3MH (Intel N100, 8GB, 256GB SSD, Win 11 Home)",4999000.0,8.0,256.0,N100,,,https://www.bhinneka.com/acer-aspire-lite-al14-31p-c3mh-intel-n100-8gb-256gb-ssd-win-11-home-silver-radiance-sku3341015330,0,183
Bhinneka,3341016494,ACER,"ACER Swift Go 14 SFG14-73-56A7 (Core Ultra 5-125H, 32GB, 512GB SSD, Win 11 Home)",14499000.0,32.0,512.0,"CORE ULTRA 5-125H, 32GB, 512GB SSD, WIN 11 HOME",,,https://www.bhinneka.com/acer-swift-go-14-sfg14-73-56a7-core-ultra-5-125h-32gb-512gb-ssd-win-11-home-pure-silver-sku3341016494,0,119
Bhinneka,3341016979,ACER,"ACER Aspire Spin ASP14-51MTN-74KV (Core 7 150U, 16GB, 512GB SSD, Win 11 Home)",14749000.0,16.0,512.0,CORE 7 150U,,,https://www.bhinneka.com/acer-aspire-spin-asp14-51mtn-74kv-core-7-150u-16gb-512gb-ssd-win-11-home-steel-gray-sku3341016979,0,42
Bhinneka,3341017076,ACER,"ACER Aspire A514-56P-59SK (Core i5-1335U, 16GB, 512GB SSD, Win 11 Home) ",9499000.0,16.0,512.0,CORE I5-1335U,,,https://www.bhinneka.com/acer-aspire-a514-56p-59sk-core-i5-1335u-16gb-512gb-ssd-win-11-home-grey-sku3341017076,0,67
Bhinneka,3341017270,ACER,"ACER Swift GO SFG14-41-R9YR (Ryzen 5 7530U, 16GB, 512GB SSD, Win 11 Home)",8999000.0,16.0,512.0,RYZEN 5 7530U,,,https://www.bhinneka.com/acer-swift-go-sfg14-41-r9yr-ryzen-5-7530u-16gb-512gb-ssd-win-11-home-pure-silver-sku3341017270,0,219
Bhinneka,3341018531,ACER,"ACER Aspire Spin A3SP14-31PT-35GN (Core i3-N305, 8GB, 512GB SSD, Win 11 Home)",8499000.0,8.0,512.0,N305,,,https://www.bhinneka.com/acer-aspire-spin-a3sp14-31pt-35gn-core-i3-n305-8gb-512gb-ssd-win-11-home-steel-gray-sku3341018531,0,186
Bhinneka,3341022605,ASUS,"ASUS TUF Gaming-A15 FA506NC-R535BXT-O (AMD Ryzen 5, 16GB, 512GB SSD, RTX 3050)",11699000.0,16.0,512.0,"AMD RYZEN 5, 16GB, 512GB SSD, RTX 3050",RTX 3050,,https://www.bhinneka.com/asus-tuf-gaming-a15-fa506nc-r535bxt-o-amd-ryzen-5-16gb-512gb-ssd-rtx-3050-graphite-black-sku3341022605,3,4
Bhinneka,3341028134,ACER,"ACER Swift X AI SFX14-72G-70K8 (Intel Ultra 7 155H, 32GB, 1TB SSD, RTX4060 8GB, Win 11 Home)",29999000.0,32.0,1024.0,ULTRA 7 155H,RTX4060,,https://www.bhinneka.com/acer-swift-x-ai-sfx14-72g-70k8-intel-ultra-7-155h-32gb-1tb-ssd-rtx4060-8gb-win-11-home-steel-gray-sku3341028134,0,267
Bhinneka,3341028716,ACER,"ACER Aspire Spin ASP14-51MTN-351C (Core 3 100U, 16GB, 512GB SSD, Win 11 Home)",11999000.0,16.0,512.0,CORE 3 100U,,,https://www.bhinneka.com/acer-aspire-spin-asp14-51mtn-351c-core-3-100u-16gb-512gb-ssd-win-11-home-steel-gray-sku3341028716,0,38
Bhinneka,3341028910,ACER,"ACER Predator Triton Neo 16 PTN16-51-71L8 (Intel Ultra 7 155H, 32GB, 1TB SSD, RTX4060 8GB, Win 11 Home)",37999000.0,32.0,1024.0,ULTRA 7 155H,RTX4060,,https://www.bhinneka.com/acer-predator-triton-neo-16-ptn16-51-71l8-intel-ultra-7-155h-32gb-1tb-ssd-rtx4060-8gb-win-11-home-sku3341028910,0,267
Bhinneka,3341029977,ACER,"ACER Aspire 14 A14-51M-70C1 (Core 7 150U, 16GB, 512GB SSD, Win 11 Home)",15599000.0,16.0,512.0,CORE 7 150U,,,https://www.bhinneka.com/acer-aspire-14-a14-51m-70c1-core-7-150u-16gb-512gb-ssd-win-11-home-steel-gray-sku3341029977,0,42
Bhinneka,3341030462,ACER,"ACER Swift Go SFG14-71-59WX (Core i5-13500H, 16GB, 512GB SSD, Win 11 Home)",15999000.0,16.0,512.0,CORE I5-13500H,,,https://www.bhinneka.com/acer-swift-go-sfg14-71-59wx-core-i5-13500h-16gb-512gb-ssd-win-11-home-sunshiny-gold-sku3341030462,0,70
Bhinneka,3341030559,ACER,"ACER Aspire 3 Slim A314-36M-34TX (Intel Core i3 N305, 8GB, 256GB SSD, Win 11 Home) ",6999000.01,8.0,256.0,N305,,,https://www.bhinneka.com/acer-aspire-3-slim-a314-36m-34tx-intel-core-i3-n305-8gb-256gb-ssd-win-11-home-pure-silver-sku3341030559,0,186
Bhinneka,3341031044,ACER,"ACER Swift Go 14 AI On The Go SFG14-73-73P9 (Core Ultra 7 155H, 16GB, 512GB SSD, Win 11 Home)",17799000.01,16.0,512.0,CORE ULTRA 7 155H,,,https://www.bhinneka.com/acer-swift-go-14-ai-on-the-go-sfg14-73-73p9-core-ultra-7-155h-16gb-512gb-ssd-win-11-home-pure-silver-sku3341031044,0,120
Bhinneka,3341031141,ACER,"ACER Swift X 14 SFX14-71G-70KB (Core i7-13700H, 32GB, 1TB SSD, RTX 4050)",27249000.0,32.0,1024.0,CORE I7-13700H,RTX 4050,,https://www.bhinneka.com/acer-swift-x-14-sfx14-71g-70kb-core-i7-13700h-32gb-1tb-ssd-rtx-4050-steel-gray-sku3341031141,0,100
Bhinneka,3341056749,ASUS,"ASUS ExpertBook B1 B1402CBA-NK3852WS (Core i3-1215U, 8GB, 512GB SSD, Win 11 Home)",7430999.99,8.0,512.0,CORE I3-1215U,,,https://www.bhinneka.com/asus-expertbook-b1-b1402cba-nk3852ws-core-i3-1215u-8gb-512gb-ssd-win-11-home-sku3341056749,3,49
Bhinneka,3341057428,LENOVO,"LENOVO Yoga Book 9 13IMU9 (Core Ultra 7 155U, 32GB, 1TB SSD, Win 11 Home)",35999000.0,32.0,1024.0,CORE ULTRA 7 155U,,,https://www.bhinneka.com/lenovo-yoga-book-9-13imu9-core-ultra-7-155u-32gb-1tb-ssd-win-11-home-83ff000gid-tidal-teal-sku3341057428,11,121
